date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:45:29	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2016%20Nov%202025%2012:46:44%20GMT	http://pettikadai.in/cdn/shop/t/74/assets/apps.js?v=90637898209649204931759058207	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/shop/t/74/assets/apps8a0f.js	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:29	93068/93068	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2008%20Nov%202025%2021:52:34%20GMT	https://pettikadai.in/cdn/shop/t/74/assets/jquery.js?v=177851068496422246591759058207	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/shop/t/74/assets/jqueryf9f0.js	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:29	337253/337253	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2028%20Sep%202025%2016:18:29%20GMT	https://pettikadai.in/cdn/shop/t/74/assets/apps.js?v=90637898209649204931759058207	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/shop/t/74/assets/apps8a0f.js	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2016%20Nov%202025%2012:46:45%20GMT	http://pettikadai.in/cdn/shop/t/74/assets/theme.js?v=85098255523656471991759058207	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/shop/t/74/assets/theme3c6f.js	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2016%20Nov%202025%2012:46:46%20GMT	http://pettikadai.in/cdn/shop/t/74/assets/customCollection.js?v=111475909665404017991759058207	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/shop/t/74/assets/customCollection5e5e.js	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:31	163502/163502	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2009%20Nov%202025%2000:22:11%20GMT	https://pettikadai.in/cdn/shop/t/74/assets/theme.js?v=85098255523656471991759058207	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/shop/t/74/assets/theme3c6f.js	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:32	11943/11943	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2028%20Sep%202025%2016:18:29%20GMT	https://pettikadai.in/cdn/shop/t/74/assets/customCollection.js?v=111475909665404017991759058207	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/shop/t/74/assets/customCollection5e5e.js	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:32	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2016%20Nov%202025%2012:46:46%20GMT	http://pettikadai.in/cdn/fonts/lato/lato_n4.c3b93d431f0091c8be23185e15c9d1fee1e971c5.woff2	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/fonts/lato/lato_n4.c3b93d431f0091c8be23185e15c9d1fee1e971c5.woff2	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:33	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2016%20Nov%202025%2012:46:47%20GMT	http://pettikadai.in/cdn/fonts/lato/lato_n4.d5c00c781efb195594fd2fd4ad04f7882949e327.woff	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/fonts/lato/lato_n4.d5c00c781efb195594fd2fd4ad04f7882949e327.woff	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:33	44672/44672	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Oct%202025%2015:49:01%20GMT	https://pettikadai.in/cdn/fonts/lato/lato_n4.c3b93d431f0091c8be23185e15c9d1fee1e971c5.woff2	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/fonts/lato/lato_n4.c3b93d431f0091c8be23185e15c9d1fee1e971c5.woff2	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:34	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2016%20Nov%202025%2012:46:48%20GMT	http://pettikadai.in/cdn/fonts/lato/lato_n7.900f219bc7337bc57a7a2151983f0a4a4d9d5dcf.woff2	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/fonts/lato/lato_n7.900f219bc7337bc57a7a2151983f0a4a4d9d5dcf.woff2	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:34	44540/44540	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Oct%202025%2020:54:58%20GMT	https://pettikadai.in/cdn/fonts/lato/lato_n4.d5c00c781efb195594fd2fd4ad04f7882949e327.woff	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/fonts/lato/lato_n4.d5c00c781efb195594fd2fd4ad04f7882949e327.woff	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:36	43724/43724	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Oct%202025%2017:00:45%20GMT	https://pettikadai.in/cdn/fonts/lato/lato_n7.900f219bc7337bc57a7a2151983f0a4a4d9d5dcf.woff2	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/fonts/lato/lato_n7.900f219bc7337bc57a7a2151983f0a4a4d9d5dcf.woff2	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2016%20Nov%202025%2012:46:49%20GMT	http://pettikadai.in/cdn/fonts/lato/lato_n7.a55c60751adcc35be7c4f8a0313f9698598612ee.woff	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/fonts/lato/lato_n7.a55c60751adcc35be7c4f8a0313f9698598612ee.woff	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:36	43732/43732	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Oct%202025%2020:54:27%20GMT	https://pettikadai.in/cdn/fonts/lato/lato_n7.a55c60751adcc35be7c4f8a0313f9698598612ee.woff	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/fonts/lato/lato_n7.a55c60751adcc35be7c4f8a0313f9698598612ee.woff	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:37	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2016%20Nov%202025%2012:46:51%20GMT	http://pettikadai.in/cdn/fonts/lato/lato_i4.09c847adc47c2fefc3368f2e241a3712168bc4b6.woff2	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/fonts/lato/lato_i4.09c847adc47c2fefc3368f2e241a3712168bc4b6.woff2	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:37	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2016%20Nov%202025%2012:46:52%20GMT	http://pettikadai.in/cdn/fonts/lato/lato_i4.3c7d9eb6c1b0a2bf62d892c3ee4582b016d0f30c.woff	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/fonts/lato/lato_i4.3c7d9eb6c1b0a2bf62d892c3ee4582b016d0f30c.woff	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:37	47020/47020	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Oct%202025%2015:26:49%20GMT	https://pettikadai.in/cdn/fonts/lato/lato_i4.09c847adc47c2fefc3368f2e241a3712168bc4b6.woff2	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/fonts/lato/lato_i4.09c847adc47c2fefc3368f2e241a3712168bc4b6.woff2	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:39	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2016%20Nov%202025%2012:46:53%20GMT	http://pettikadai.in/cdn/shop/t/74/assets/icon-check.svg?v=44035190528443430271759058207	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/shop/t/74/assets/icon-check4f42.svg	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:39	46932/46932	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Oct%202025%2020:54:27%20GMT	https://pettikadai.in/cdn/fonts/lato/lato_i4.3c7d9eb6c1b0a2bf62d892c3ee4582b016d0f30c.woff	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/fonts/lato/lato_i4.3c7d9eb6c1b0a2bf62d892c3ee4582b016d0f30c.woff	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:40	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2016%20Nov%202025%2012:46:54%20GMT	http://pettikadai.in/cdn/shop/t/74/assets/custom.css?v=8468914989937190361759058207	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/shop/t/74/assets/customf546.css	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:40	638/638	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2016%20Nov%202025%2012:46:54%20GMT	https://pettikadai.in/cdn/shop/t/74/assets/icon-check.svg?v=44035190528443430271759058207	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/shop/t/74/assets/icon-check4f42.svg	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:40	12092/12092	---MCZ	200	added ('OK')	text/css	date:Sun,%2028%20Sep%202025%2016:18:29%20GMT	https://pettikadai.in/cdn/shop/t/74/assets/custom.css?v=8468914989937190361759058207	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/shop/t/74/assets/customf546.css	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:40	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2016%20Nov%202025%2012:46:55%20GMT	http://pettikadai.in/cdn/shop/t/74/assets/	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/shop/t/74/assets/index.html	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:41	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2016%20Nov%202025%2012:46:55%20GMT	http://pettikadai.in/cdn/shop/files/	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/shop/files/index.html	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:41	0/0	---M--	404	error ('Not%20Found')	image/png	etag:%22cacheable:75e1c35d1344f47ace587795a2965324%22	https://pettikadai.in/arrow_down.png	C:/My%20Web%20Sites/pettikadai/pettikadai.in/arrow_down.png	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:42	0/0	---M--	404	error ('Not%20Found')	image/png	etag:%22cacheable:75e1c35d1344f47ace587795a2965324%22	https://pettikadai.in/arrow_up.png	C:/My%20Web%20Sites/pettikadai/pettikadai.in/arrow_up.png	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:43	0/0	---M--	404	error ('Not%20Found')	image/png	etag:%22cacheable:75e1c35d1344f47ace587795a2965324%22	https://pettikadai.in/gravatar-user-default.png	C:/My%20Web%20Sites/pettikadai/pettikadai.in/gravatar-user-default.png	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:44	0/0	---M--	404	error ('Not%20Found')	image/png	etag:%22cacheable:75e1c35d1344f47ace587795a2965324%22	https://pettikadai.in/icon_location.png	C:/My%20Web%20Sites/pettikadai/pettikadai.in/icon_location.png	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:45	224175/224175	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:585a12f0a1bd0d3658008f74af076df8%22	https://pettikadai.in/password-bg.jpg	C:/My%20Web%20Sites/pettikadai/pettikadai.in/password-bg.jpg	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:45	9/9	---MCZ	404	error ('Not%20Found')	text/plain	etag:W/%22cacheable:d57ef8001bc88507856b4413ae234062%22	https://pettikadai.in/password.jpg	C:/My%20Web%20Sites/pettikadai/pettikadai.in/password.jpg	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:45	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2016%20Nov%202025%2012:47:00%20GMT	http://pettikadai.in/cdn/shop/t/74/assets/v5.globo.filter.lib.js?v=92637263711742068741759058207	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/shop/t/74/assets/v5.globo.filter.lib269e.js	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:45	5676/5676	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2028%20Sep%202025%2016:18:34%20GMT	https://pettikadai.in/cdn/shop/t/74/assets/v5.globo.filter.lib.js?v=92637263711742068741759058207	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/shop/t/74/assets/v5.globo.filter.lib269e.js	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:46	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2016%20Nov%202025%2012:47:00%20GMT	http://pettikadai.in/cdn/shop/t/74/assets/v5.globo.search.css?v=100816588894824515861759058207	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/shop/t/74/assets/v5.globo.searchb246.css	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:46	17726/17726	---MCZ	200	added ('OK')	text/css	date:Sat,%2008%20Nov%202025%2021:10:47%20GMT	https://pettikadai.in/cdn/shop/t/74/assets/v5.globo.search.css?v=100816588894824515861759058207	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/shop/t/74/assets/v5.globo.searchb246.css	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:46	4927/4927	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2016%20Nov%202025%2012:47:01%20GMT	https://pettikadai.in/checkouts/internal/preloads.js?locale=en-IN	C:/My%20Web%20Sites/pettikadai/pettikadai.in/checkouts/internal/preloadsd568.js	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:46	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2016%20Nov%202025%2012:47:01%20GMT	http://pettikadai.in/cdn/shopifycloud/shop-js/modules/v2/client.init-shop-cart-sync_COMZFrEa.en.esm.js	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/shopifycloud/shop-js/modules/v2/client.init-shop-cart-sync_COMZFrEa.en.esm.js	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:47	959/959	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2011%20Nov%202025%2016:46:53%20GMT	https://pettikadai.in/cdn/shopifycloud/shop-js/modules/v2/client.init-shop-cart-sync_COMZFrEa.en.esm.js	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/shopifycloud/shop-js/modules/v2/client.init-shop-cart-sync_COMZFrEa.en.esm.js	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:47	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2016%20Nov%202025%2012:47:02%20GMT	http://pettikadai.in/cdn/shopifycloud/shop-js/modules/v2/chunk.common_CdXrxk3f.esm.js	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/shopifycloud/shop-js/modules/v2/chunk.common_CdXrxk3f.esm.js	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:47	137251/137251	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2011%20Nov%202025%2016:46:53%20GMT	https://pettikadai.in/cdn/shopifycloud/shop-js/modules/v2/chunk.common_CdXrxk3f.esm.js	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/shopifycloud/shop-js/modules/v2/chunk.common_CdXrxk3f.esm.js	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2016%20Nov%202025%2012:47:03%20GMT	http://pettikadai.in/cdn/shopifycloud/storefront/assets/storefront/load_feature-81c60534.js	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/shopifycloud/storefront/assets/storefront/load_feature-81c60534.js	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:49	9652/9652	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2002%20Nov%202025%2007:21:34%20GMT	https://cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	C:/My%20Web%20Sites/pettikadai/cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:50	13334/13334	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2007%20Sep%202025%2007:43:42%20GMT	https://pettikadai.in/cdn/shopifycloud/storefront/assets/storefront/load_feature-81c60534.js	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/shopifycloud/storefront/assets/storefront/load_feature-81c60534.js	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:50	351123/351123	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2016%20Nov%202025%2012:44:46%20GMT	https://pettikadai.in/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	C:/My%20Web%20Sites/pettikadai/pettikadai.in/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:51	224175/224175	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:585a12f0a1bd0d3658008f74af076df8%22	https://pettikadai.in/GET	C:/My%20Web%20Sites/pettikadai/pettikadai.in/GET	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:54	41/41	---MCZ	308	error ('Permanent%20Redirect')	text/plain	date:Sun,%2016%20Nov%202025%2012:47:08%20GMT	https://cdn.judge.me/shopify_v2.css	C:/My%20Web%20Sites/pettikadai/cdn.judge.me/shopify_v2.35.delayed	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:55	76449/76449	---MCZ	200	added ('OK')	text/css	etag:W/%22c2db02bb35e98bf410ca4a7f0c53f6ad%22	https://cdnwidget.judge.me/shopify_v2.css	C:/My%20Web%20Sites/pettikadai/cdnwidget.judge.me/shopify_v2.css	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
21:45:55	243/243	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2009%20Nov%202025%2000:00:21%20GMT	https://cdn.shopify.com/extensions/8572ca99-0b56-4d37-af44-322746d63e7a/omega-instant-search-4/assets/omega-search-script.js	C:/My%20Web%20Sites/pettikadai/cdn.shopify.com/extensions/8572ca99-0b56-4d37-af44-322746d63e7a/omega-instant-search-4/assets/omega-search-script.js	(from https://pettikadai.in/?srsltid=AfmBOorv3H_5J5N-mHdHg654e6go8-2-tlW5v76c0KVaae4CdDxuqtUU)
